results: ,"[{'id': 'POJ/39/1240.txt', 'distance': 0.7790929675102234, 'entity': {}}, {'id': 'POJ/77/599.txt', 'distance': 0.6599094271659851, 'entity': {}}, {'id': 'POJ/2/874.txt', 'distance': 0.6532474756240845, 'entity': {}}, {'id': 'POJ/78/1737.txt', 'distance': 0.6114839911460876, 'entity': {}}, {'id': 'POJ/78/18.txt', 'distance': 0.5929045677185059, 'entity': {}}, {'id': 'POJ/78/1643.txt', 'distance': 0.553541362285614, 'entity': {}}, {'id': 'POJ/55/187.txt', 'distance': 0.5353330969810486, 'entity': {}}, {'id': 'POJ/49/129.txt', 'distance': 0.5334568023681641, 'entity': {}}, {'id': 'POJ/77/1360.txt', 'distance': 0.5304950475692749, 'entity': {}}, {'id': 'POJ/77/1127.txt', 'distance': 0.5222703814506531, 'entity': {}}]"
 
file: ,POJ/104/961.txt
results: ,"[{'id': 'POJ/8/102.txt', 'distance': 0.7348048686981201, 'entity': {}}, {'id': 'POJ/8/1413.txt', 'distance': 0.7276133894920349, 'entity': {}}, {'id': 'POJ/8/318.txt', 'distance': 0.724831223487854, 'entity': {}}, {'id': 'POJ/10/2284.txt', 'distance': 0.723974883556366, 'entity': {}}, {'id': 'POJ/8/475.txt', 'distance': 0.7237746119499207, 'entity': {}}, {'id': 'POJ/8/1230.txt', 'distance': 0.723723292350769, 'entity': {}}, {'id': 'POJ/76/1814.txt', 'distance': 0.7204667329788208, 'entity': {}}, {'id': 'POJ/8/640.txt', 'distance': 0.7193020582199097, 'entity': {}}, {'id': 'POJ/76/28.txt', 'distance': 0.7176099419593811, 'entity': {}}, {'id': 'POJ/8/1202.txt', 'distance': 0.7141328454017639, 'entity': {}}]"
 
file: ,POJ/32/1174.txt
results: ,"[{'id': 'POJ/32/1381.txt', 'distance': 0.7459198832511902, 'entity': {}}, {'id': 'POJ/32/2467.txt', 'distance': 0.7386111617088318, 'entity': {}}, {'id': 'POJ/32/2201.txt', 'distance': 0.7346041202545166, 'entity': {}}, {'id': 'POJ/32/2114.txt', 'distance': 0.7326503992080688, 'entity': {}}, {'id': 'POJ/32/2477.txt', 'distance': 0.732413113117218, 'entity': {}}, {'id': 'POJ/32/938.txt', 'distance': 0.7312043309211731, 'entity': {}}, {'id': 'POJ/32/2132.txt', 'distance': 0.7284075021743774, 'entity': {}}, {'id': 'POJ/32/1279.txt', 'distance': 0.726287841796875, 'entity': {}}, {'id': 'POJ/32/2442.txt', 'distance': 0.7249526977539062, 'entity': {}}, {'id': 'POJ/32/544.txt', 'distance': 0.7234252095222473, 'entity': {}}]"
 
file: ,POJ/32/2352.txt
results: ,"[{'id': 'POJ/2/1256.txt', 'distance': 1.0000005960464478, 'entity': {}}, {'id': 'POJ/64/1076.txt', 'distance': 1.0000005960464478, 'entity': {}}, {'id': 'POJ/64/816.txt', 'distance': 1.0000005960464478, 'entity': {}}, {'id': 'POJ/32/2352.txt', 'distance': 1.0, 'entity': {}}, {'id': 'POJ/92/1111.txt', 'distance': 1.0, 'entity': {}}, {'id': 'POJ/18/1653.txt', 'distance': 0.9881470203399658, 'entity': {}}, {'id': 'POJ/66/637.txt', 'distance': 0.9881470203399658, 'entity': {}}, {'id': 'POJ/79/1822.txt', 'distance': 0.988146960735321, 'entity': {}}, {'id': 'POJ/41/1018.txt', 'distance': 0.9741036295890808, 'entity': {}}, {'id': 'POJ/18/1009.txt', 'distance': 0.9728193879127502, 'entity': {}}]"
 
file: ,POJ/35/1127.txt
results: ,"[{'id': 'POJ/78/79.txt', 'distance': 0.7083313465118408, 'entity': {}}, {'id': 'POJ/85/2004.txt', 'distance': 0.6868956685066223, 'entity': {}}, {'id': 'POJ/71/757.txt', 'distance': 0.6766430735588074, 'entity': {}}, {'id': 'POJ/64/2741.txt', 'distance': 0.6752779483795166, 'entity': {}}, {'id': 'POJ/15/1982.txt', 'distance': 0.6641932129859924, 'entity': {}}, {'id': 'POJ/39/1070.txt', 'distance': 0.6618652939796448, 'entity': {}}, {'id': 'POJ/64/407.txt', 'distance': 0.655593752861023, 'entity': {}}, {'id': 'POJ/74/1075.txt', 'distance': 0.6530351042747498, 'entity': {}}, {'id': 'POJ/41/298.txt', 'distance': 0.6515777111053467, 'entity': {}}, {'id': 'POJ/74/1271.txt', 'distance': 0.6463199257850647, 'entity': {}}]"
 
file: ,POJ/102/146.txt
results: ,"[{'id': 'POJ/24/198.txt', 'distance': 1.0000004768371582, 'entity': {}}, {'id': 'POJ/83/842.txt', 'distance': 1.0000004768371582, 'entity': {}}, {'id': 'POJ/64/805.txt', 'distance': 1.0000004768371582, 'entity': {}}, {'id': 'POJ/101/650.txt', 'distance': 1.0000004768371582, 'entity': {}}, {'id': 'POJ/39/423.txt', 'distance': 1.0000004768371582, 'entity': {}}, {'id': 'POJ/59/798.txt', 'distance': 1.0000001192092896, 'entity': {}}, {'id': 'POJ/95/1012.txt', 'distance': 1.0000001192092896, 'entity': {}}, {'id': 'POJ/92/1145.txt', 'distance': 1.0000001192092896, 'entity': {}}, {'id': 'POJ/92/422.txt', 'distance': 1.0000001192092896, 'entity': {}}, {'id': 'POJ/102/146.txt', 'distance': 1.0000001192092896, 'entity': {}}]"
 
file: ,POJ/69/1404.txt
results: ,"[{'id': 'POJ/16/284.txt', 'distance': 0.6738707423210144, 'entity': {}}, {'id': 'POJ/48/1755.txt', 'distance': 0.6696545481681824, 'entity': {}}, {'id': 'POJ/16/428.txt', 'distance': 0.6693246364593506, 'entity': {}}, {'id': 'POJ/55/592.txt', 'distance': 0.6637317538261414, 'entity': {}}, {'id': 'POJ/16/781.txt', 'distance': 0.6586618423461914, 'entity': {}}, {'id': 'POJ/48/1224.txt', 'distance': 0.6548764705657959, 'entity': {}}, {'id': 'POJ/16/219.txt', 'distance': 0.654102087020874, 'entity': {}}, {'id': 'POJ/16/952.txt', 'distance': 0.6485305428504944, 'entity': {}}, {'id': 'POJ/97/3467.txt', 'distance': 0.6476126909255981, 'entity': {}}, {'id': 'POJ/16/1095.txt', 'distance': 0.6470639705657959, 'entity': {}}]"
 
file: ,POJ/69/642.txt
results: ,"[{'id': 'POJ/2/842.txt', 'distance': 0.9999997019767761, 'entity': {}}, {'id': 'POJ/2/868.txt', 'distance': 0.9999997019767761, 'entity': {}}, {'id': 'POJ/59/1682.txt', 'distance': 0.9999997019767761, 'entity': {}}, {'id': 'POJ/51/678.txt', 'distance': 0.9999997019767761, 'entity': {}}, {'id': 'POJ/59/1040.txt', 'distance': 0.9999997019767761, 'entity': {}}, {'id': 'POJ/71/1197.txt', 'distance': 0.9999997019767761, 'entity': {}}, {'id': 'POJ/83/4356.txt', 'distance': 0.9999997019767761, 'entity': {}}, {'id': 'POJ/41/982.txt', 'distance': 0.9999997019767761, 'entity': {}}, {'id': 'POJ/46/3064.txt', 'distance': 0.9999997019767761, 'entity': {}}, {'id': 'POJ/64/1944.txt', 'distance': 0.9999997019767761, 'entity': {}}]"
 
file: ,POJ/51/644.txt
results: ,"[{'id': 'POJ/41/157.txt', 'distance': 0.7281338572502136, 'entity': {}}, {'id': 'POJ/64/596.txt', 'distance': 0.7211751341819763, 'entity': {}}, {'id': 'POJ/46/602.txt', 'distance': 0.719549298286438, 'entity': {}}, {'id': 'POJ/46/2104.txt', 'distance': 0.707980751991272, 'entity': {}}, {'id': 'POJ/39/1671.txt', 'distance': 0.6928088665008545, 'entity': {}}, {'id': 'POJ/39/937.txt', 'distance': 0.6916893124580383, 'entity': {}}, {'id': 'POJ/4/839.txt', 'distance': 0.6842837929725647, 'entity': {}}, {'id': 'POJ/46/2216.txt', 'distance': 0.6719827651977539, 'entity': {}}, {'id': 'POJ/24/993.txt', 'distance': 0.6660911440849304, 'entity': {}}, {'id': 'POJ/48/281.txt', 'distance': 0.6618494391441345, 'entity': {}}]"
 
file: ,POJ/67/1.txt
results: ,"[{'id': 'POJ/102/660.txt', 'distance': 0.6536349654197693, 'entity': {}}, {'id': 'POJ/102/1084.txt', 'distance': 0.6469888687133789, 'entity': {}}, {'id': 'POJ/102/1057.txt', 'distance': 0.6396223306655884, 'entity': {}}, {'id': 'POJ/102/911.txt', 'distance': 0.635844886302948, 'entity': {}}, {'id': 'POJ/102/649.txt', 'distance': 0.6295936107635498, 'entity': {}}, {'id': 'POJ/102/1280.txt', 'distance': 0.6283035278320312, 'entity': {}}, {'id': 'POJ/102/912.txt', 'distance': 0.628034234046936, 'entity': {}}, {'id': 'POJ/102/517.txt', 'distance': 0.6258724331855774, 'entity': {}}, {'id': 'POJ/76/1210.txt', 'distance': 0.6247954964637756, 'entity': {}}, {'id': 'POJ/76/1107.txt', 'distance': 0.6228821873664856, 'entity': {}}]"
 
file: ,POJ/67/1338.txt
results: ,"[{'id': 'POJ/76/1727.txt', 'distance': 0.7609243392944336, 'entity': {}}, {'id': 'POJ/76/1210.txt', 'distance': 0.7280772924423218, 'entity': {}}, {'id': 'POJ/76/227.txt', 'distance': 0.7264166474342346, 'entity': {}}, {'id': 'POJ/82/705.txt', 'distance': 0.7202474474906921, 'entity': {}}, {'id': 'POJ/76/838.txt', 'distance': 0.7162915468215942, 'entity': {}}, {'id': 'POJ/76/116.txt', 'distance': 0.7088338732719421, 'entity': {}}, {'id': 'POJ/73/1344.txt', 'distance': 0.7085235714912415, 'entity': {}}, {'id': 'POJ/73/2091.txt', 'distance': 0.7076037526130676, 'entity': {}}, {'id': 'POJ/76/1221.txt', 'distance': 0.7063502669334412, 'entity': {}}, {'id': 'POJ/70/387.txt', 'distance': 0.7047630548477173, 'entity': {}}]"
 
file: ,POJ/60/1720.txt
results: ,"[{'id': 'POJ/79/379.txt', 'distance': 0.738600492477417, 'entity': {}}, {'id': 'POJ/76/505.txt', 'distance': 0.7242577075958252, 'entity': {}}, {'id': 'POJ/76/578.txt', 'distance': 0.712645411491394, 'entity': {}}, {'id': 'POJ/76/1755.txt', 'distance': 0.7123969197273254, 'entity': {}}, {'id': 'POJ/60/569.txt', 'distance': 0.7119482755661011, 'entity': {}}, {'id': 'POJ/76/878.txt', 'distance': 0.7117363810539246, 'entity': {}}, {'id': 'POJ/76/801.txt', 'distance': 0.710912823677063, 'entity': {}}, {'id': 'POJ/76/1664.txt', 'distance': 0.7074596285820007, 'entity': {}}, {'id': 'POJ/76/43.txt', 'distance': 0.7062495350837708, 'entity': {}}, {'id': 'POJ/76/1744.txt', 'distance': 0.7038989663124084, 'entity': {}}]"
 
file: ,POJ/60/1004.txt
results: ,"[{'id': 'POJ/60/862.txt', 'distance': 0.7646503448486328, 'entity': {}}, {'id': 'POJ/68/458.txt', 'distance': 0.7640004754066467, 'entity': {}}, {'id': 'POJ/68/958.txt', 'distance': 0.7615941762924194, 'entity': {}}, {'id': 'POJ/1/1324.txt', 'distance': 0.7582655549049377, 'entity': {}}, {'id': 'POJ/68/979.txt', 'distance': 0.7571005821228027, 'entity': {}}, {'id': 'POJ/68/974.txt', 'distance': 0.7543247938156128, 'entity': {}}, {'id': 'POJ/60/738.txt', 'distance': 0.7519904971122742, 'entity': {}}, {'id': 'POJ/68/157.txt', 'distance': 0.7517458200454712, 'entity': {}}, {'id': 'POJ/48/155.txt', 'distance': 0.7502999901771545, 'entity': {}}, {'id': 'POJ/68/728.txt', 'distance': 0.7501503825187683, 'entity': {}}]"
 
file: ,POJ/18/933.txt
results: ,"[{'id': 'POJ/64/3184.txt', 'distance': 1.0, 'entity': {}}, {'id': 'POJ/39/2024.txt', 'distance': 1.0, 'entity': {}}, {'id': 'POJ/59/1146.txt', 'distance': 0.9999998807907104, 'entity': {}}, {'id': 'POJ/80/946.txt', 'distance': 0.9999998807907104, 'entity': {}}, {'id': 'POJ/98/2966.txt', 'distance': 0.9999998807907104, 'entity': {}}, {'id': 'POJ/18/933.txt', 'distance': 0.9999998807907104, 'entity': {}}, {'id': 'POJ/32/1124.txt', 'distance': 0.9740272760391235, 'entity': {}}, {'id': 'POJ/69/931.txt', 'distance': 0.9740272760391235, 'entity': {}}, {'id': 'POJ/18/2008.txt', 'distance': 0.9740272760391235, 'entity': {}}, {'id': 'POJ/27/2098.txt', 'distance': 0.9740272760391235, 'entity': {}}]"
 
file: ,POJ/18/1295.txt
results: ,"[{'id': 'POJ/8/992.txt', 'distance': 0.9999997019767761, 'entity': {}}, {'id': 'POJ/73/962.txt', 'distance': 0.9999997019767761, 'entity': {}}, {'id': 'POJ/51/1002.txt', 'distance': 0.9999997019767761, 'entity': {}}, {'id': 'POJ/69/1144.txt', 'distance': 0.9999997019767761, 'entity': {}}, {'id': 'POJ/69/1009.txt', 'distance': 0.9999997019767761, 'entity': {}}, {'id': 'POJ/19/1027.txt', 'distance': 0.9999997019767761, 'entity': {}}, {'id': 'POJ/104/607.txt', 'distance': 0.9999997019767761, 'entity': {}}, {'id': 'POJ/92/490.txt', 'distance': 0.9999997019767761, 'entity': {}}, {'id': 'POJ/8/76.txt', 'distance': 0.9999997019767761, 'entity': {}}, {'id': 'POJ/92/671.txt', 'distance': 0.9999997019767761, 'entity': {}}]"
 
file: ,POJ/18/956.txt
results: ,"[{'id': 'POJ/48/149.txt', 'distance': 1.000000238418579, 'entity': {}}, {'id': 'POJ/48/1057.txt', 'distance': 1.000000238418579, 'entity': {}}, {'id': 'POJ/59/635.txt', 'distance': 0.9999998807907104, 'entity': {}}, {'id': 'POJ/18/956.txt', 'distance': 0.9999998807907104, 'entity': {}}, {'id': 'POJ/19/2385.txt', 'distance': 0.983955979347229, 'entity': {}}, {'id': 'POJ/96/803.txt', 'distance': 0.983955979347229, 'entity': {}}, {'id': 'POJ/42/193.txt', 'distance': 0.983955979347229, 'entity': {}}, {'id': 'POJ/83/1027.txt', 'distance': 0.9839556217193604, 'entity': {}}, {'id': 'POJ/41/1204.txt', 'distance': 0.9839556217193604, 'entity': {}}, {'id': 'POJ/92/1411.txt', 'distance': 0.9774169921875, 'entity': {}}]"
 
file: ,POJ/18/969.txt
results: ,"[{'id': 'POJ/83/5154.txt', 'distance': 1.0000007152557373, 'entity': {}}, {'id': 'POJ/18/969.txt', 'distance': 1.0000003576278687, 'entity': {}}, {'id': 'POJ/11/14.txt', 'distance': 1.0000003576278687, 'entity': {}}, {'id': 'POJ/71/1340.txt', 'distance': 0.9508702754974365, 'entity': {}}, {'id': 'POJ/1/400.txt', 'distance': 0.9289793968200684, 'entity': {}}, {'id': 'POJ/27/356.txt', 'distance': 0.9289793968200684, 'entity': {}}, {'id': 'POJ/48/1139.txt', 'distance': 0.9122929573059082, 'entity': {}}, {'id': 'POJ/39/1572.txt', 'distance': 0.9122929573059082, 'entity': {}}, {'id': 'POJ/80/485.txt', 'distance': 0.91229248046875, 'entity': {}}, {'id': 'POJ/59/628.txt', 'distance': 0.91229248046875, 'entity': {}}]"
 
file: ,POJ/18/1750.txt
results: ,"[{'id': 'POJ/71/766.txt', 'distance': 1.0000003576278687, 'entity': {}}, {'id': 'POJ/48/946.txt', 'distance': 1.0000003576278687, 'entity': {}}, {'id': 'POJ/18/1750.txt', 'distance': 1.000000238418579, 'entity': {}}, {'id': 'POJ/74/186.txt', 'distance': 1.000000238418579, 'entity': {}}, {'id': 'POJ/80/866.txt', 'distance': 1.000000238418579, 'entity': {}}, {'id': 'POJ/39/227.txt', 'distance': 0.9522643089294434, 'entity': {}}, {'id': 'POJ/8/1228.txt', 'distance': 0.9522642493247986, 'entity': {}}, {'id': 'POJ/11/994.txt', 'distance': 0.9522642493247986, 'entity': {}}, {'id': 'POJ/59/798.txt', 'distance': 0.9140373468399048, 'entity': {}}, {'id': 'POJ/95/1012.txt', 'distance': 0.9140373468399048, 'entity': {}}]"
 
file: ,POJ/18/953.txt
results: ,"[{'id': 'POJ/48/1584.txt', 'distance': 1.0000009536743164, 'entity': {}}, {'id': 'POJ/18/953.txt', 'distance': 1.0000003576278687, 'entity': {}}, {'id': 'POJ/41/494.txt', 'distance': 0.9580655097961426, 'entity': {}}, {'id': 'POJ/18/2108.txt', 'distance': 0.9464806318283081, 'entity': {}}, {'id': 'POJ/71/2132.txt', 'distance': 0.9337459802627563, 'entity': {}}, {'id': 'POJ/18/2151.txt', 'distance': 0.921496570110321, 'entity': {}}, {'id': 'POJ/14/178.txt', 'distance': 0.9088980555534363, 'entity': {}}, {'id': 'POJ/41/217.txt', 'distance': 0.9060639142990112, 'entity': {}}, {'id': 'POJ/102/156.txt', 'distance': 0.9037194848060608, 'entity': {}}, {'id': 'POJ/32/991.txt', 'distance': 0.890984296798706, 'entity': {}}]"
 
file: ,POJ/18/434.txt
results: ,"[{'id': 'POJ/8/992.txt', 'distance': 0.9999997019767761, 'entity': {}}, {'id': 'POJ/73/962.txt', 'distance': 0.9999997019767761, 'entity': {}}, {'id': 'POJ/51/1002.txt', 'distance': 0.9999997019767761, 'entity': {}}, {'id': 'POJ/69/1144.txt', 'distance': 0.9999997019767761, 'entity': {}}, {'id': 'POJ/69/1009.txt', 'distance': 0.9999997019767761, 'entity': {}}, {'id': 'POJ/19/1027.txt', 'distance': 0.9999997019767761, 'entity': {}}, {'id': 'POJ/104/607.txt', 'distance': 0.9999997019767761, 'entity': {}}, {'id': 'POJ/92/490.txt', 'distance': 0.9999997019767761, 'entity': {}}, {'id': 'POJ/8/76.txt', 'distance': 0.9999997019767761, 'entity': {}}, {'id': 'POJ/92/671.txt', 'distance': 0.9999997019767761, 'entity': {}}]"
 
file: ,POJ/18/1449.txt
results: ,"[{'id': 'POJ/8/992.txt', 'distance': 0.9999997019767761, 'entity': {}}, {'id': 'POJ/73/962.txt', 'distance': 0.9999997019767761, 'entity': {}}, {'id': 'POJ/51/1002.txt', 'distance': 0.9999997019767761, 'entity': {}}, {'id': 'POJ/69/1144.txt', 'distance': 0.9999997019767761, 'entity': {}}, {'id': 'POJ/69/1009.txt', 'distance': 0.9999997019767761, 'entity': {}}, {'id': 'POJ/19/1027.txt', 'distance': 0.9999997019767761, 'entity': {}}, {'id': 'POJ/104/607.txt', 'distance': 0.9999997019767761, 'entity': {}}, {'id': 'POJ/92/490.txt', 'distance': 0.9999997019767761, 'entity': {}}, {'id': 'POJ/8/76.txt', 'distance': 0.9999997019767761, 'entity': {}}, {'id': 'POJ/92/671.txt', 'distance': 0.9999997019767761, 'entity': {}}]"
 
file: ,POJ/18/1882.txt
results: ,"[{'id': 'POJ/8/992.txt', 'distance': 0.9999997019767761, 'entity': {}}, {'id': 'POJ/73/962.txt', 'distance': 0.9999997019767761, 'entity': {}}, {'id': 'POJ/51/1002.txt', 'distance': 0.9999997019767761, 'entity': {}}, {'id': 'POJ/69/1144.txt', 'distance': 0.9999997019767761, 'entity': {}}, {'id': 'POJ/69/1009.txt', 'distance': 0.9999997019767761, 'entity': {}}, {'id': 'POJ/19/1027.txt', 'distance': 0.9999997019767761, 'entity': {}}, {'id': 'POJ/104/607.txt', 'distance': 0.9999997019767761, 'entity': {}}, {'id': 'POJ/92/490.txt', 'distance': 0.9999997019767761, 'entity': {}}, {'id': 'POJ/8/76.txt', 'distance': 0.9999997019767761, 'entity': {}}, {'id': 'POJ/92/671.txt', 'distance': 0.9999997019767761, 'entity': {}}]"
 
file: ,POJ/18/1459.txt
results: ,"[{'id': 'POJ/8/992.txt', 'distance': 0.9999997019767761, 'entity': {}}, {'id': 'POJ/73/962.txt', 'distance': 0.9999997019767761, 'entity': {}}, {'id': 'POJ/51/1002.txt', 'distance': 0.9999997019767761, 'entity': {}}, {'id': 'POJ/69/1144.txt', 'distance': 0.9999997019767761, 'entity': {}}, {'id': 'POJ/69/1009.txt', 'distance': 0.9999997019767761, 'entity': {}}, {'id': 'POJ/19/1027.txt', 'distance': 0.9999997019767761, 'entity': {}}, {'id': 'POJ/104/607.txt', 'distance': 0.9999997019767761, 'entity': {}}, {'id': 'POJ/92/490.txt', 'distance': 0.9999997019767761, 'entity': {}}, {'id': 'POJ/8/76.txt', 'distance': 0.9999997019767761, 'entity': {}}, {'id': 'POJ/92/671.txt', 'distance': 0.9999997019767761, 'entity': {}}]"
 
file: ,POJ/18/24.txt
results: ,"[{'id': 'POJ/8/992.txt', 'distance': 0.9999997019767761, 'entity': {}}, {'id': 'POJ/73/962.txt', 'distance': 0.9999997019767761, 'entity': {}}, {'id': 'POJ/51/1002.txt', 'distance': 0.9999997019767761, 'entity': {}}, {'id': 'POJ/69/1144.txt', 'distance': 0.9999997019767761, 'entity': {}}, {'id': 'POJ/69/1009.txt', 'distance': 0.9999997019767761, 'entity': {}}, {'id': 'POJ/19/1027.txt', 'distance': 0.9999997019767761, 'entity': {}}, {'id': 'POJ/104/607.txt', 'distance': 0.9999997019767761, 'entity': {}}, {'id': 'POJ/92/490.txt', 'distance': 0.9999997019767761, 'entity': {}}, {'id': 'POJ/8/76.txt', 'distance': 0.9999997019767761, 'entity': {}}, {'id': 'POJ/92/671.txt', 'distance': 0.9999997019767761, 'entity': {}}]"
 
file: ,POJ/27/1461.txt
results: ,"[{'id': 'POJ/27/1533.txt', 'distance': 0.8869112730026245, 'entity': {}}, {'id': 'POJ/27/2170.txt', 'distance': 0.885441780090332, 'entity': {}}, {'id': 'POJ/27/1807.txt', 'distance': 0.8821732401847839, 'entity': {}}, {'id': 'POJ/27/1376.txt', 'distance': 0.876632809638977, 'entity': {}}, {'id': 'POJ/27/872.txt', 'distance': 0.8747521042823792, 'entity': {}}, {'id': 'POJ/27/25.txt', 'distance': 0.873106062412262, 'entity': {}}, {'id': 'POJ/27/1572.txt', 'distance': 0.8722054958343506, 'entity': {}}, {'id': 'POJ/27/1879.txt', 'distance': 0.8718476295471191, 'entity': {}}, {'id': 'POJ/27/354.txt', 'distance': 0.8707196116447449, 'entity': {}}, {'id': 'POJ/27/821.txt', 'distance': 0.8681004047393799, 'entity': {}}]"
 
file: ,POJ/11/14.txt
results: ,"[{'id': 'POJ/83/5154.txt', 'distance': 1.0000007152557373, 'entity': {}}, {'id': 'POJ/18/969.txt', 'distance': 1.0000003576278687, 'entity': {}}, {'id': 'POJ/11/14.txt', 'distance': 1.0000003576278687, 'entity': {}}, {'id': 'POJ/71/1340.txt', 'distance': 0.9508702754974365, 'entity': {}}, {'id': 'POJ/1/400.txt', 'distance': 0.9289793968200684, 'entity': {}}, {'id': 'POJ/27/356.txt', 'distance': 0.9289793968200684, 'entity': {}}, {'id': 'POJ/48/1139.txt', 'distance': 0.9122929573059082, 'entity': {}}, {'id': 'POJ/39/1572.txt', 'distance': 0.9122929573059082, 'entity': {}}, {'id': 'POJ/80/485.txt', 'distance': 0.91229248046875, 'entity': {}}, {'id': 'POJ/59/628.txt', 'distance': 0.91229248046875, 'entity': {}}]"
 
file: ,POJ/11/994.txt
results: ,"[{'id': 'POJ/39/227.txt', 'distance': 1.0000004768371582, 'entity': {}}, {'id': 'POJ/8/1228.txt', 'distance': 1.000000238418579, 'entity': {}}, {'id': 'POJ/11/994.txt', 'distance': 1.000000238418579, 'entity': {}}, {'id': 'POJ/80/866.txt', 'distance': 0.9522643685340881, 'entity': {}}, {'id': 'POJ/18/1750.txt', 'distance': 0.9522643685340881, 'entity': {}}, {'id': 'POJ/74/186.txt', 'distance': 0.9522643685340881, 'entity': {}}, {'id': 'POJ/71/766.txt', 'distance': 0.9522643089294434, 'entity': {}}, {'id': 'POJ/48/946.txt', 'distance': 0.9522643089294434, 'entity': {}}, {'id': 'POJ/59/839.txt', 'distance': 0.9243826270103455, 'entity': {}}, {'id': 'POJ/92/1160.txt', 'distance': 0.9243826270103455, 'entity': {}}]"
 
file: ,POJ/42/1863.txt
results: ,"[{'id': 'POJ/13/84.txt', 'distance': 0.689172089099884, 'entity': {}}, {'id': 'POJ/42/180.txt', 'distance': 0.6855644583702087, 'entity': {}}, {'id': 'POJ/42/1429.txt', 'distance': 0.6817677617073059, 'entity': {}}, {'id': 'POJ/42/958.txt', 'distance': 0.6817483305931091, 'entity': {}}, {'id': 'POJ/13/1621.txt', 'distance': 0.6784391403198242, 'entity': {}}, {'id': 'POJ/42/1305.txt', 'distance': 0.6771317720413208, 'entity': {}}, {'id': 'POJ/13/501.txt', 'distance': 0.6738560795783997, 'entity': {}}, {'id': 'POJ/13/1018.txt', 'distance': 0.6730138063430786, 'entity': {}}, {'id': 'POJ/13/1993.txt', 'distance': 0.672304093837738, 'entity': {}}, {'id': 'POJ/13/1293.txt', 'distance': 0.6721352338790894, 'entity': {}}]"
 
file: ,POJ/42/345.txt
results: ,"[{'id': 'POJ/46/266.txt', 'distance': 0.708872377872467, 'entity': {}}, {'id': 'POJ/46/3380.txt', 'distance': 0.6536188721656799, 'entity': {}}, {'id': 'POJ/55/696.txt', 'distance': 0.6515299677848816, 'entity': {}}, {'id': 'POJ/14/773.txt', 'distance': 0.6502838134765625, 'entity': {}}, {'id': 'POJ/101/339.txt', 'distance': 0.6471745371818542, 'entity': {}}, {'id': 'POJ/77/1216.txt', 'distance': 0.6467302441596985, 'entity': {}}, {'id': 'POJ/46/2487.txt', 'distance': 0.6417094469070435, 'entity': {}}, {'id': 'POJ/25/141.txt', 'distance': 0.6401827335357666, 'entity': {}}, {'id': 'POJ/77/1137.txt', 'distance': 0.6369823813438416, 'entity': {}}, {'id': 'POJ/46/3047.txt', 'distance': 0.6310957670211792, 'entity': {}}]"
 
file: ,POJ/42/1538.txt
results: ,"[{'id': 'POJ/42/1076.txt', 'distance': 0.810670018196106, 'entity': {}}, {'id': 'POJ/42/1134.txt', 'distance': 0.8065404295921326, 'entity': {}}, {'id': 'POJ/79/5630.txt', 'distance': 0.8054467439651489, 'entity': {}}, {'id': 'POJ/42/401.txt', 'distance': 0.8047070503234863, 'entity': {}}, {'id': 'POJ/42/1131.txt', 'distance': 0.8045620918273926, 'entity': {}}, {'id': 'POJ/42/870.txt', 'distance': 0.8022563457489014, 'entity': {}}, {'id': 'POJ/42/1380.txt', 'distance': 0.8000737428665161, 'entity': {}}, {'id': 'POJ/42/1153.txt', 'distance': 0.8000292181968689, 'entity': {}}, {'id': 'POJ/42/122.txt', 'distance': 0.7993238568305969, 'entity': {}}, {'id': 'POJ/42/209.txt', 'distance': 0.7987577319145203, 'entity': {}}]"
 
file: ,POJ/73/994.txt
results: ,"[{'id': 'POJ/2/958.txt', 'distance': 0.7356592416763306, 'entity': {}}, {'id': 'POJ/46/602.txt', 'distance': 0.7096587419509888, 'entity': {}}, {'id': 'POJ/2/949.txt', 'distance': 0.707481324672699, 'entity': {}}, {'id': 'POJ/2/194.txt', 'distance': 0.7071205973625183, 'entity': {}}, {'id': 'POJ/78/1241.txt', 'distance': 0.6919694542884827, 'entity': {}}, {'id': 'POJ/39/439.txt', 'distance': 0.690895676612854, 'entity': {}}, {'id': 'POJ/2/938.txt', 'distance': 0.6876998543739319, 'entity': {}}, {'id': 'POJ/2/1167.txt', 'distance': 0.6872583031654358, 'entity': {}}, {'id': 'POJ/39/484.txt', 'distance': 0.6797902584075928, 'entity': {}}, {'id': 'POJ/2/1340.txt', 'distance': 0.6786916255950928, 'entity': {}}]"
 
file: ,POJ/73/642.txt
